bookID,title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher
11085,Innovative user-facing functionalities,Samantha Blevins,2,1-110-58367-2,978-1-5214-1216-9,lv,404,78592,367,2020-12-25,Castro Inc
11086,Business-focused 3rdgeneration database,Douglas Tyler,9,0-7568-2097-9,978-0-689-79574-9,eu,72,18322,963,2022-02-10,Ramsey Inc
11087,Monitored bottom-line methodology,Dustin Reyes,9,1-68838-618-1,978-0-7211-5739-9,en,377,58515,30,2022-03-13,"Barton, Henry and Bennett"
11088,Enhanced methodical groupware,Maria Conner,87,1-62920-570-2,978-1-112-43956-8,se,53,18094,408,2021-05-23,Koch Group
11089,Reverse-engineered 4thgeneration system engine,Pamela Taylor,12,1-07-868804-4,978-1-07-619057-4,mai,195,12189,336,2022-12-23,"Martinez, Mayer and Brock"
11090,Stand-alone holistic task-force,Jacob Ross,35,0-04-634899-9,978-0-415-46597-7,ky,967,12942,127,2020-01-20,Cervantes Ltd
11091,Exclusive next generation complexity,Ashley Carey,70,1-79356-934-7,978-1-5260-0124-5,eu,113,39683,518,2022-06-17,Osborn LLC
11092,Ergonomic leadingedge groupware,Leonard Oconnor,88,1-317-57384-6,978-0-550-83650-2,se,665,70104,844,2021-06-05,"Garner, Lewis and Page"
11093,Reactive transitional service-desk,Mathew Griffin,75,0-7488-6380-X,978-0-289-77873-9,bs,909,53383,458,2022-07-11,Munoz-Bass
11094,Managed contextually-based pricing structure,Tina Miller,89,1-4129-7268-X,978-1-110-88969-3,he,659,92385,624,2021-05-12,Walter Inc
11095,Balanced national monitoring,Julie Oliver,2,0-326-28142-8,978-1-09-592277-4,fil,122,36702,429,2021-12-03,Murray Inc
11096,Right-sized neutral flexibility,Carrie Thomas,53,1-4424-7981-7,978-0-282-69821-8,ber,177,15533,0,2022-03-14,Walker LLC
11097,Versatile dynamic synergy,Julie Rivers,14,0-05-167850-0,978-1-83731-688-5,ht,590,64515,581,2020-07-28,"Brown, Phillips and Johnson"
11098,Realigned hybrid implementation,Kevin Hart,50,1-4393-8426-6,978-1-03-194768-7,cs,733,45546,618,2020-11-15,Marquez and Sons
11099,Open-source regional concept,Maria Archer,89,1-57366-908-3,978-1-00-884735-4,da,381,97075,420,2021-05-31,"Branch, Smith and Anderson"
11100,Up-sized systematic archive,Leslie Brown,29,1-4580-9029-9,978-1-71735-244-6,id,893,27905,284,2021-04-05,Burns Inc
11101,Cross-platform multimedia initiative,Thomas Green,18,0-7102-9089-6,978-0-9594607-9-7,kok,465,15499,518,2022-02-19,Mendez PLC
11102,Operative 24/7 artificial intelligence,Ashley Benton,17,1-08-058422-6,978-0-7396-8098-8,tl,102,16780,172,2020-05-30,Barnes and Sons
11103,Decentralized heuristic workforce,Sarah Garcia,26,1-83325-940-8,978-1-4415-0522-4,et,110,95695,532,2021-02-25,Taylor-Vance
11104,Centralized zero tolerance architecture,Arthur Long,48,0-8361-4674-3,978-0-395-64703-5,cs,331,44401,742,2021-11-18,Vincent LLC
11105,Vision-oriented neutral matrices,Jenna Green,81,1-55813-517-0,978-0-8327-1601-0,os,334,9640,75,2020-10-14,Hall-Sanchez
11106,Optimized executive project,Kristine Ortega,62,1-909740-79-9,978-1-304-39092-9,ko,578,58187,495,2022-09-02,"Serrano, Parker and Harrison"
11107,Automated optimizing hierarchy,Pamela Perez DVM,85,0-411-01482-X,978-1-145-66724-2,hi,963,46289,373,2022-06-26,Warner-Smith
11108,Reactive solution-oriented core,Natalie Hinton,20,0-628-56334-5,978-1-86436-006-6,sd,537,37352,933,2021-03-26,Knapp-Wilson
11109,Profound high-level success,Justin Woods,63,0-373-30672-5,978-0-9946222-6-6,sv,859,39574,484,2020-05-18,"Johnson, Rodriguez and Ruiz"
11110,Multi-tiered full-range focus group,Shane Myers,7,1-85945-908-0,978-0-594-35782-7,se,343,9781,403,2021-05-20,Mathis-Smith
11111,Advanced system-worthy open system,Patricia Spencer,25,1-58760-522-8,978-0-692-27789-8,ml,277,52916,396,2020-08-15,Walker LLC
11112,User-centric executive emulation,Victor Evans,95,1-4649-1769-8,978-1-4233-3989-2,vi,427,70669,952,2022-05-26,"Moody, Paul and Harris"
11113,Synchronized incremental software,Brian Johnson,12,0-339-91933-7,978-0-03-982421-1,pa,469,58988,37,2020-04-29,"Fleming, Valdez and Lewis"
11114,Expanded 3rdgeneration superstructure,Jonathan Buckley,16,1-232-79746-4,978-0-376-46860-4,ss,774,46698,945,2021-03-31,Rosario LLC
11115,Stand-alone interactive superstructure,Jessica Hart,87,0-89143-891-2,978-0-8229-5618-1,lv,320,23382,973,2021-12-09,Clark LLC
11116,Enhanced systemic solution,Tyler Bailey,24,0-311-29595-9,978-1-74954-160-3,da,773,47428,181,2022-04-16,"Johnson, Jensen and Thompson"
11117,Face-to-face maximized adapter,Michael Davis,34,1-78918-803-2,978-1-75903-361-7,rw,418,39568,825,2023-01-02,Alvarez Ltd
11118,Intuitive zero tolerance benchmark,Nicholas Taylor,49,1-62676-622-3,978-0-15-128073-5,hi,279,83150,855,2020-10-22,Kane and Sons
11119,Optional attitude-oriented capability,John Hays,15,0-8047-6871-4,978-1-172-98417-6,wa,262,51847,537,2022-05-13,Baker Group
11120,Progressive 24/7 intranet,Lisa Ewing,73,0-09-163421-0,978-0-9850949-7-3,gez,713,30175,413,2022-03-06,Patel-Smith
11121,Total background definition,Rachel Williams,87,1-70686-482-5,978-0-7476-2536-0,sr,188,45943,525,2021-08-31,White Ltd
11122,Quality-focused systematic matrix,Matthew Wright,54,1-158-47447-4,978-1-150-89863-1,am,177,23052,12,2020-01-16,"Pace, Figueroa and Wilson"
11123,Reduced responsive strategy,Nancy Chaney,82,0-02-506143-7,978-1-342-63919-6,tr,964,4844,678,2022-03-13,Turner Ltd
11124,Horizontal fault-tolerant monitoring,Michael Munoz,88,1-171-12205-5,978-1-71997-285-7,ks,559,7127,840,2020-08-07,"Miller, Smith and Costa"
11125,Universal homogeneous algorithm,Kurt Moon,40,0-9960174-1-0,978-1-179-45057-5,lij,543,69359,812,2020-02-21,"Russell, Burns and Wilson"
11126,Public-key radical standardization,James Rollins,58,0-7243-3657-5,978-1-64264-106-6,hne,923,48942,203,2020-05-15,"Reyes, Taylor and Green"
11127,Assimilated impactful Internet solution,Melanie Maldonado,21,1-57460-503-8,978-0-489-04277-7,gez,156,82964,223,2020-07-11,Allen-Boyle
11128,Phased 24hour matrix,Michael Green,5,0-347-05267-3,978-1-75447-131-5,bs,823,30485,772,2020-02-01,"Lyons, Osborn and Reyes"
11129,Robust multimedia emulation,Mr. Juan Flores,48,0-7831-6074-7,978-0-17-044970-0,lg,250,8691,89,2020-05-27,Cervantes-Salas
11130,Open-architected real-time task-force,Daniel Bell,97,0-564-70511-X,978-1-60408-130-5,csb,529,29506,163,2022-08-08,Stevens-Johnson
11131,Triple-buffered discrete model,Mrs. Sarah Ellis,85,0-8352-0979-2,978-0-944904-22-0,lij,158,64366,620,2022-05-18,Kent LLC
11132,Triple-buffered 4thgeneration migration,Stephen Turner,75,1-954615-72-8,978-0-627-80810-4,ia,859,78194,307,2021-02-17,Curry LLC
11133,Grass-roots bi-directional pricing structure,Maria Taylor,96,1-5412-5051-6,978-1-83082-778-4,cs,703,92405,425,2020-04-08,Rivera Ltd
11134,Integrated bi-directional Internet solution,Cassandra Phillips,28,0-14-562551-6,978-0-221-36351-1,quz,1,34246,75,2020-06-18,"Schneider, Harvey and Barnes"
11135,Sharable maximized service-desk,Tara Brooks,43,1-963469-38-0,978-1-4466-7405-5,ga,694,82193,803,2022-02-14,"Chase, Ruiz and Parrish"
11136,Re-contextualized even-keeled support,Devin Ford,54,0-07-763372-5,978-0-672-98860-8,fur,143,21232,264,2021-04-05,Dunn LLC
11137,Synergized multi-tasking contingency,Randy Miller,47,1-82371-978-3,978-1-381-12650-3,ce,954,12885,309,2022-04-26,"Tucker, Lopez and Valencia"
11138,De-engineered even-keeled matrix,Nathan Scott,3,1-163-37508-X,978-1-991224-30-9,rw,768,29069,597,2022-08-25,Hale PLC
11139,Re-contextualized motivating open architecture,Earl Nicholson,55,0-544-83730-4,978-0-9973398-4-0,pa,912,25742,972,2020-02-21,Evans-Acosta
11140,Robust 4thgeneration software,Michael Davis,11,0-901187-23-2,978-0-394-44243-3,eu,315,54913,366,2022-12-23,Franklin-Brooks
11141,Centralized systemic website,Ronald Duarte,96,0-9962083-9-9,978-0-86472-895-1,bn,552,84163,717,2023-01-25,Garcia-Smith
11142,Cross-platform coherent capability,Michael Santiago,60,1-146-30267-3,978-1-63661-091-7,sv,277,32623,365,2021-08-02,"Shepard, Frye and Richardson"
11143,Multi-lateral 3rdgeneration toolset,Caleb Ward,6,1-124-66996-5,978-0-89310-588-4,mag,397,80532,311,2022-02-18,Lowery Ltd
11144,Front-line mobile encryption,Sarah Bennett,11,0-629-27373-1,978-0-517-79894-2,dv,575,37007,21,2020-09-30,Chavez Group
11145,Reverse-engineered hybrid open architecture,Stacey Clark,89,0-908588-88-7,978-1-81103-158-2,byn,468,90363,38,2021-10-19,"Marks, Castaneda and Andrews"
11146,Total value-added pricing structure,Tonya Bonilla,30,1-63236-267-8,978-1-85053-964-3,sv,181,56337,513,2021-03-07,Salazar-Brown
11147,Reactive impactful customer loyalty,Dr. Bonnie Rice,58,0-628-81787-8,978-1-03-219462-2,om,705,93445,475,2021-11-06,"Figueroa, Martin and Weaver"
11148,Function-based reciprocal open system,Christopher Adams,99,0-9692983-2-3,978-1-101-43623-3,mt,962,33734,517,2020-04-28,Nguyen and Sons
11149,Multi-layered fresh-thinking task-force,Maurice Miller,99,1-280-58340-1,978-1-01-265182-4,crh,667,44228,626,2021-02-08,Davis PLC
11150,Business-focused needs-based matrices,Barbara Welch,87,1-80808-803-4,978-1-55033-179-0,tig,799,38444,677,2020-04-28,"Sims, Beard and Wilson"
11151,Ameliorated bandwidth-monitored collaboration,Krystal Harris,74,0-942411-88-9,978-1-03-555503-1,mr,162,74085,398,2022-06-24,Sanders and Sons
11152,Front-line bandwidth-monitored array,Jason Jackson,55,0-05-910426-0,978-1-246-28929-9,el,504,8755,538,2022-03-18,"Huang, Gibbs and Smith"
11153,Grass-roots clear-thinking help-desk,Julia Davis,62,1-143-80086-9,978-1-64180-614-5,ha,891,94606,705,2022-02-19,"Day, Garrett and White"
11154,De-engineered responsive algorithm,Rachel Meadows,75,0-907474-90-X,978-0-211-98448-1,ve,340,34304,444,2020-10-06,Johnson-Molina
11155,Team-oriented real-time Graphic Interface,Carmen Jackson,55,0-264-55086-2,978-1-80679-070-8,sl,415,91429,470,2020-01-04,Vazquez LLC
11156,Assimilated 24hour function,Angela James,75,1-85670-474-2,978-0-689-50052-7,niu,656,64012,586,2022-10-15,Joyce Group
11157,Streamlined responsive website,Chelsea Franco,71,0-399-81832-4,978-0-204-53095-4,ber,831,99989,949,2021-11-24,Watson-Sanders
11158,Cross-platform well-modulated Graphic Interface,William Smith,60,1-5217-2059-2,978-0-8069-5707-4,km,894,74451,599,2021-10-27,"Hudson, Holder and Lee"
11159,Streamlined incremental secured line,Tina Mcbride,23,1-01-219557-0,978-0-242-04232-7,ne,4,85857,470,2020-07-30,Gilbert Inc
11160,Versatile disintermediate open architecture,Whitney Martinez,7,1-56239-623-4,978-1-79149-361-5,bho,40,6055,945,2021-02-27,"Thomas, Mccarthy and Jackson"
11161,Enterprise-wide fault-tolerant project,Valerie Brandt,95,0-7351-5957-2,978-1-141-15359-6,kn,498,97617,103,2022-02-21,Banks and Sons
11162,Cloned intangible instruction set,Gina Tapia,52,0-13-695758-7,978-1-141-79198-9,szl,311,72219,436,2020-09-14,King-Jones
11163,Centralized dedicated moderator,Lindsey Thompson,48,1-64517-928-1,978-1-61443-820-5,id,232,13416,39,2021-07-04,Kirby-Hernandez
11164,Team-oriented tertiary project,Chad Nelson,25,1-69737-938-9,978-1-879944-45-9,sk,823,28338,369,2021-04-26,Walls-Reyes
11165,Networked full-range encryption,David Hughes,46,1-4120-4296-8,978-0-288-06932-6,fr,50,49976,768,2022-12-18,"Ellis, Lawson and Morton"
11166,Expanded directional attitude,Joel Daugherty,18,1-03-389123-1,978-0-13-244460-6,th,774,14427,671,2020-07-25,"Taylor, Rivas and Simpson"
11167,Optimized optimal application,Jennifer Hayes,71,1-67055-089-3,978-1-04-333212-9,zh,473,80262,925,2021-03-14,"Bowen, Meyer and Davis"
11168,Exclusive intangible matrix,Joseph Decker,15,0-303-22114-3,978-1-84859-392-3,lb,873,41338,444,2020-01-24,"Hebert, Davis and Carroll"
11169,Digitized multi-tasking adapter,Tammy Smith,79,0-327-41021-3,978-0-269-01813-8,niu,329,37825,983,2022-07-29,Collier PLC
11170,Expanded interactive alliance,Michael Cooper,95,0-8166-7971-1,978-0-568-35828-7,pt,146,57243,804,2022-07-27,"Scott, Holland and Peterson"
11171,Enhanced value-added leverage,Megan Anderson,53,0-327-65099-0,978-0-221-34060-4,apn,424,31315,576,2021-11-16,Lyons and Sons
11172,Cross-platform dedicated monitoring,Erin White,7,0-05-102734-8,978-1-217-59996-9,gl,371,83999,315,2022-07-18,Lawrence-Kelly
11173,Mandatory intermediate encryption,Adam Patel,54,0-523-83396-2,978-1-02-197100-5,sat,757,29651,729,2021-07-08,Mccann PLC
11174,Networked system-worthy groupware,Mr. Robert Wright,68,0-04-949503-8,978-0-573-84919-0,nhn,71,28150,347,2020-08-12,Allen Ltd
11175,Universal dedicated Internet solution,Patrick Johnson,49,0-85770-224-6,978-0-8432-2383-5,br,660,22776,507,2021-02-07,"Peters, Lee and Miller"
11176,Synergistic intermediate moderator,Louis Roy,80,0-278-57867-5,978-1-55659-109-9,mg,919,98199,565,2023-01-17,Dalton-Hunter
11177,Automated user-facing frame,Denise Mayo,51,1-906664-52-8,978-1-78836-140-8,yo,158,82685,659,2020-12-31,Wiggins Group
11178,Managed 24hour Graphical User Interface,Yvonne Barrett,46,1-240-81043-1,978-0-7083-4888-8,pa,441,92324,253,2020-06-27,Williams PLC
11179,Compatible systemic intranet,Jacob Rivas,71,0-8453-1214-6,978-1-5084-5373-4,sl,499,77988,110,2021-03-29,Robinson Ltd
11180,Virtual intangible time-frame,Christopher Cole,73,0-14-762453-3,978-1-352-37413-1,doi,47,96174,577,2020-04-21,Mccann Ltd
11181,Profound fresh-thinking initiative,Lisa Schmidt,32,1-5166-8994-1,978-0-243-18493-4,ast,30,63145,119,2021-03-28,"Ramirez, Banks and Edwards"
11182,Open-architected disintermediate Internet solution,James Cannon,19,0-02-271862-1,978-1-05-890582-0,hne,514,91317,715,2022-06-23,Craig Ltd
11183,Integrated didactic conglomeration,Kathleen Brown,23,1-86183-807-7,978-1-120-61254-0,fi,62,33525,262,2022-05-18,Smith Group
11184,Secured client-server knowledge user,Eugene Fields,79,1-5209-5850-1,978-0-7658-0344-3,pt,236,50624,839,2021-09-13,"Chung, Glover and Phelps"
11185,Synergized holistic task-force,Jessica Gilbert,18,0-7288-0647-9,978-1-135-35212-7,iu,827,54136,370,2021-01-01,"Poole, Peters and Weber"
11186,Public-key systematic access,Margaret Byrd,72,1-242-29150-4,978-0-8368-3215-0,pa,44,83033,521,2022-03-27,Nunez-Neal
11187,Diverse leadingedge utilization,Nancy Williams,24,1-255-21848-7,978-1-60680-315-8,mhr,846,29088,542,2022-05-09,Ramirez PLC
11188,Proactive bottom-line ability,Jeffrey Day,74,0-10-197558-9,978-1-63742-665-4,hr,35,98358,687,2021-12-04,"Harris, Rose and Lopez"
11189,Implemented next generation challenge,Allison Davies,87,1-06-773868-1,978-0-933780-34-7,tl,819,71616,189,2021-03-01,"Henderson, Hale and Cooper"
11190,Organized next generation monitoring,Erin Diaz,17,1-4957-0013-5,978-0-450-05554-6,gu,325,167,68,2020-09-02,"Foster, Fowler and Erickson"
11191,Extended heuristic encryption,Lydia Underwood,19,0-19-282652-2,978-0-646-62166-1,it,177,23872,283,2020-01-25,Olsen-Long
11192,Optional background array,Cody Contreras,94,1-171-09039-0,978-0-8119-1167-2,bho,262,82481,741,2020-01-03,Chen-Gamble
11193,Ergonomic well-modulated system engine,John Smith,72,1-396-79191-4,978-0-278-56811-2,et,918,29348,797,2022-10-05,Johnson Inc
11194,Synergistic multi-tasking conglomeration,Eric Mcfarland,27,0-314-16654-8,978-1-210-66435-0,hak,303,69358,442,2021-05-28,Jackson-Rodriguez
11195,Multi-channeled global support,Cynthia Hutchinson,14,0-481-68007-1,978-1-59809-558-6,sq,82,14349,862,2022-09-10,"Miller, Fisher and Smith"
11196,Re-engineered mobile access,John Romero,32,0-217-05196-0,978-0-245-89081-9,sd,424,55764,808,2021-01-15,Golden Ltd
11197,Ergonomic discrete system engine,Casey Hughes DDS,2,1-5433-6544-2,978-1-4190-5618-5,ur,356,73571,624,2020-05-10,Hayden and Sons
11198,Reactive real-time attitude,Jessica Young,35,0-936889-10-1,978-0-294-94936-0,kw,999,58039,87,2022-05-27,Spencer-Fuller
11199,Customizable homogeneous customer loyalty,Norman Finley,90,0-423-22681-9,978-1-154-28667-0,da,207,48131,45,2022-08-12,"Walker, Burnett and Johnson"
11200,Switchable regional hardware,Christopher Russell,10,0-486-19990-8,978-1-4824-1962-7,iw,485,25726,153,2020-08-13,"Blanchard, Smith and Kim"
11201,Visionary bottom-line standardization,Diana Brady,11,1-55947-364-9,978-1-7357480-8-5,ga,634,63763,981,2022-04-12,Williamson-Mcclain
11202,Secured zero tolerance hub,Joanna Cannon,44,0-303-66405-3,978-0-399-81958-2,nl,680,73798,746,2021-08-15,Williams-Brock
11203,Open-architected fault-tolerant portal,Theresa Robinson,15,0-7437-5335-6,978-0-396-87474-4,lv,153,31079,744,2020-08-31,"Bryant, Mayer and Lopez"
11204,Distributed stable hierarchy,Margaret Gardner,34,0-7020-9489-7,978-1-242-05473-0,aa,295,65522,202,2021-12-15,Stone PLC
11205,Advanced directional synergy,Daniel Mitchell,99,1-85989-058-X,978-0-03-474596-2,mni,808,49038,907,2022-01-10,Evans PLC
11206,Right-sized user-facing capability,Brandi Snyder,71,1-58165-625-4,978-1-103-64609-8,lzh,256,78530,306,2022-12-18,Johnson-Gallagher
11207,Open-architected human-resource instruction set,Crystal Hodges,0,0-01-760950-X,978-1-5008-2009-1,pa,468,85396,231,2021-06-21,Jackson-Anderson
11208,Reactive exuding benchmark,Anthony Miller,37,1-5349-2590-2,978-1-01-151827-2,ve,548,45534,629,2020-08-19,Wilkinson-Grant
11209,Function-based stable knowledgebase,Dr. Angela Gonzalez DDS,61,0-7436-8622-5,978-0-622-23049-8,mai,966,61170,683,2020-10-25,"Prince, Simmons and Cole"
11210,Profound bandwidth-monitored emulation,Tara Velasquez,66,0-9978989-7-6,978-0-04-157419-7,so,66,3361,159,2022-08-14,"Mccoy, George and Evans"
11211,Programmable intermediate middleware,Cristina Wood,13,0-442-10998-9,978-1-904931-61-4,an,596,93917,746,2022-12-12,Mccormick-Miller
11212,Distributed context-sensitive groupware,Kimberly Ferguson,77,0-05-936900-0,978-0-9835906-5-1,ku,209,68135,636,2022-11-09,Ford PLC
11213,Streamlined transitional info-mediaries,Melissa Gibson,76,0-625-41039-4,978-1-5146-3212-3,csb,778,35321,39,2021-10-27,Haynes Ltd
11214,Cross-group national time-frame,Angela Wilson,47,0-7966-3839-X,978-0-270-69002-6,nds,436,54706,66,2022-05-28,Gonzalez LLC
11215,Realigned systemic adapter,Sherri Schwartz,0,1-228-71090-2,978-0-915312-36-8,csb,88,99835,840,2022-12-20,"Scott, Dunn and Neal"
11216,Focused actuating Internet solution,Brian Moore,77,0-07-964831-2,978-0-9896773-7-0,raj,146,67757,979,2022-05-20,Gonzalez-Palmer
11217,Triple-buffered impactful intranet,John Campbell,16,1-01-720329-6,978-0-388-64679-3,ug,508,19281,892,2023-01-23,Brock-Richardson
11218,Adaptive homogeneous throughput,Morgan Harrison,47,1-121-01186-1,978-1-78839-464-2,ms,131,4766,40,2020-03-25,Berg-Lambert
11219,Reactive human-resource extranet,Andres Blair,36,1-291-41413-4,978-1-60447-050-5,lg,596,15952,418,2022-04-28,Bentley PLC
11220,Synergized empowering definition,Amber Hicks,66,1-225-71126-6,978-1-5162-8293-7,the,408,98970,905,2020-05-10,Parker-Dunn
11221,Multi-layered systematic secured line,Karina Guzman,67,0-911287-57-4,978-1-03-007481-0,wa,92,19350,925,2022-10-13,Brooks Group
11222,Profit-focused motivating array,Rebecca Williams,38,1-9762-2096-3,978-0-392-58589-7,nhn,980,36050,248,2020-11-11,"Lewis, Carter and Miranda"
11223,Face-to-face exuding task-force,Jeffrey Jenkins,4,1-81807-103-7,978-0-7389-2767-1,iw,123,98423,351,2021-06-11,Turner-Grant
11224,Organized actuating standardization,Matthew Shaw,73,0-18-603645-0,978-1-70068-671-8,ha,888,25558,30,2021-11-03,Harris and Sons
11225,Optional multi-state flexibility,Adrienne Frederick,67,0-15-460581-6,978-1-4195-4128-5,iu,545,67263,380,2020-03-15,"Sandoval, Lin and Williams"
11226,Reduced clear-thinking benchmark,Ellen Mccoy,9,0-679-00675-3,978-1-64837-366-4,km,968,71489,975,2021-07-31,"Lee, White and Morales"
11227,Reduced asynchronous frame,Sydney Herring,2,1-233-56309-2,978-1-03-264495-0,as,831,29681,121,2022-11-19,"Braun, Rivas and Diaz"
